number,title,assent_date,key_changes,bill_file,act_file,bill_url,act_url,zip_file,status
55,"The Constitution (Fifty-fifth Amendment) Act, 1986",1986-12-23,Inserted Article 371H - special powers to the Governor consequent to the formation of the State of Arunachal Pradesh.,AMENDMENT_55_BILL.pdf,AMENDMENT_55_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/145_1986_LS_ENG.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030273-2.pdf,AMENDMENT_55_23121986.zip,OK
56,"The Constitution (Fifty-sixth Amendment) Act, 1987",1987-05-23,Inserted Article 371I - transition provision to enable the formation of the State of Goa.,MISSING,AMENDMENT_56_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030218-2.pdf,AMENDMENT_56_23051987.zip,MISSING_BILL
57,"The Constitution (Fifty-seventh Amendment) Act, 1987",1987-09-15,"Amended Article 332 to provide reservation to Scheduled Tribes in the Legislative Assemblies of Nagaland, Meghalaya, Mizoram and Arunachal Pradesh.",MISSING,AMENDMENT_57_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030210.pdf,AMENDMENT_57_15091987.zip,MISSING_BILL
58,"The Constitution (Fifty-eighth Amendment) Act, 1987",1987-12-09,Inserted Article 394A - provision to publish an authentic Hindi translation of the Constitution as on date and of future amendments.,MISSING,AMENDMENT_58_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030274.pdf,AMENDMENT_58_09121987.zip,MISSING_BILL
59,"The Constitution (Fifty-ninth Amendment) Act, 1988",1988-03-30,Amended Article 356 to permit President's rule up to three years in the State of Punjab; inserted Article 359A to permit imposing emergency in Punjab or in specific districts thereof.,MISSING,AMENDMENT_59_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030242-1.pdf,AMENDMENT_59_30031988.zip,MISSING_BILL
60,"The Constitution (Sixtieth Amendment) Act, 1988",1988-12-20,"Amended Article 276 to increase the profession tax ceiling from Rs 250 to Rs 2,500 per annum.",AMENDMENT_60_BILL.pdf,AMENDMENT_60_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/100_1988_LS_ENG.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030222-1.pdf,AMENDMENT_60_20121988.zip,OK
61,"The Constitution (Sixty-first Amendment) Act, 1988",1989-03-28,Amended Article 326 to reduce the age for voting rights from 21 to 18.,AMENDMENT_61_BILL.pdf,AMENDMENT_61_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/129_1988_LS_ENG.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030259.pdf,AMENDMENT_61_28031989.zip,OK
62,"The Constitution (Sixty-second Amendment) Act, 1989",1990-01-25,"Amended Article 334 to extend reservation for SCs and STs and nomination of Anglo-Indian members in Parliament and State Assemblies for another ten years, up to 2000.",MISSING,AMENDMENT_62_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030297-2.pdf,AMENDMENT_62_25011990.zip,MISSING_BILL
63,"The Constitution (Sixty-third Amendment) Act, 1989",1990-01-06,Amended Article 356 and removed Article 359A - repealed the special emergency powers applicable to the State of Punjab.,AMENDMENT_63_BILL.pdf,AMENDMENT_63_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/100_1989_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030260.pdf,AMENDMENT_63_06011990.zip,OK
64,"The Constitution (Sixty-fourth Amendment) Act, 1990",1990-04-16,Amended Article 356 to permit President's rule up to three years and six months in the State of Punjab.,MISSING,AMENDMENT_64_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030283.pdf,AMENDMENT_64_16041990.zip,MISSING_BILL
65,"The Constitution (Sixty-fifth Amendment) Act, 1990",1990-06-07,Amended Article 338 - the National Commission for Scheduled Castes and Scheduled Tribes formed with its statutory powers specified in the Constitution.,AMENDMENT_65_BILL.pdf,AMENDMENT_65_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/98_1990_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030267-2.pdf,AMENDMENT_65_07061990.zip,OK
66,"The Constitution (Sixty-sixth Amendment) Act, 1990",1990-06-07,Amended the Ninth Schedule to place land reform acts and amendments to these acts beyond challenge.,AMENDMENT_66_BILL.pdf,AMENDMENT_66_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/53_1990_LS_eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/20231019371264039.pdf,AMENDMENT_66_07061990.zip,OK
67,"The Constitution (Sixty-seventh Amendment) Act, 1990",1990-10-04,Amended Article 356 to permit President's rule up to four years in the State of Punjab.,AMENDMENT_67_BILL.pdf,AMENDMENT_67_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/158_1990_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030239.pdf,AMENDMENT_67_04101990.zip,OK
68,"The Constitution (Sixty-eighth Amendment) Act, 1991",1991-03-12,Amended Article 356 to permit President's rule up to five years in the State of Punjab.,AMENDMENT_68_BILL.pdf,AMENDMENT_68_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/48_1991_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030261-1.pdf,AMENDMENT_68_12031991.zip,OK
69,"The Constitution (Sixty-ninth Amendment) Act, 1991",1991-12-21,Inserted Articles 239AA and 239AB to provide a Legislative Assembly and Council of Ministers for the National Capital Territory of Delhi (which continues to be a Union Territory).,AMENDMENT_69_BILL.pdf,AMENDMENT_69_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/203_1991_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/202310191443418440.pdf,AMENDMENT_69_01021992.zip,OK
70,"The Constitution (Seventieth Amendment) Act, 1992",1992-08-12,Amended Articles 54 and 239AA to include the National Capital Territory of Delhi and the Union Territory of Pondicherry in the electoral college for the presidential election.,MISSING,AMENDMENT_70_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030256.pdf,AMENDMENT_70_21121991.zip,MISSING_BILL
71,"The Constitution (Seventy-first Amendment) Act, 1992",1992-08-31,"Amended the Eighth Schedule to include Konkani, Manipuri and Nepali as official languages.",AMENDMENT_71_BILL.pdf,AMENDMENT_71_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/142_1992_ls_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030242.pdf,AMENDMENT_71_31081992.zip,OK
72,"The Constitution (Seventy-second Amendment) Act, 1992",1992-12-04,Amended Article 332 to provide reservation to Scheduled Tribes in the Tripura State Legislative Assembly.,AMENDMENT_72_BILL.pdf,AMENDMENT_72_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/209_1991_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/202310191777381238.pdf,AMENDMENT_72_05121992.zip,OK
73,"The Constitution (Seventy-third Amendment) Act, 1992",1993-04-20,Inserted Part IX (Panchayats) and the Eleventh Schedule - statutory provisions for Panchayati Raj as the third level of administration in villages.,AMENDMENT_73_BILL.pdf,AMENDMENT_73_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/158_1991_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030272.pdf,AMENDMENT_73_24041993.zip,OK
74,"The Constitution (Seventy-fourth Amendment) Act, 1992",1993-04-20,Inserted Part IXA (Municipalities) and the Twelfth Schedule and amended Article 280 - statutory provisions for local administrative bodies as the third level of administration in urban areas.,AMENDMENT_74_BILL.pdf,AMENDMENT_74_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/159_1991_LS_Eng.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030214.pdf,AMENDMENT_74_01061993.zip,OK
75,"The Constitution (Seventy-fifth Amendment) Act, 1993",1994-02-05,Amended Article 323B to provide for the setting up of Rent Control Tribunals.,AMENDMENT_75_BILL.pdf,AMENDMENT_75_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/103_1992_Eng_LS.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/202310191626855705.pdf,AMENDMENT_75_15051994.zip,OK
76,"The Constitution (Seventy-sixth Amendment) Act, 1994",1994-08-31,Amended the Ninth Schedule to enable continuance of 69% reservation in Tamil Nadu by including the relevant Tamil Nadu Act beyond challenge.,AMENDMENT_76_BILL.pdf,AMENDMENT_76_ACT.pdf,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/AS%20Introduced%20in%20RS107202545656PM.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030264-1.pdf,AMENDMENT_76_31081994.zip,OK
77,"The Constitution (Seventy-seventh Amendment) Act, 1995",1995-06-17,Amended Article 16 (technical) to protect reservation to SCs and STs employees in promotions.,AMENDMENT_77_BILL.pdf,AMENDMENT_77_ACT.pdf,https://egazette.gov.in/WriteReadData/1995/E-0343-1995-0025-12862.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030267-1.pdf,AMENDMENT_77_17061995.zip,OK
78,"The Constitution (Seventy-eighth Amendment) Act, 1995",1995-08-30,Amended the Ninth Schedule to place land reform acts and amendments to these acts beyond challenge.,MISSING,AMENDMENT_78_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030240.pdf,AMENDMENT_78_30081995.zip,MISSING_BILL
79,"The Constitution (Seventy-ninth Amendment) Act, 1999",2000-01-21,"Amended Article 334 to extend reservation for SCs and STs and nomination of Anglo-Indian members in Parliament and State Assemblies for another ten years, up to 2010.",MISSING,AMENDMENT_79_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/10/20231019870237849.pdf,AMENDMENT_79_25012000.zip,MISSING_BILL
80,"The Constitution (Eightieth Amendment) Act, 2000",2000-06-09,Amended Articles 269 and 270 and removed Article 272 - implement the Tenth Finance Commission recommendation to pool and share all taxes between the states and the centre.,MISSING,AMENDMENT_80_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030297-1.pdf,AMENDMENT_80_09062000.zip,MISSING_BILL
81,"The Constitution (Eighty-first Amendment) Act, 2000",2000-06-09,Amended Article 16 to protect SCs and STs reservation in filling backlog of vacancies.,AMENDMENT_81_BILL.pdf,AMENDMENT_81_ACT.pdf,https://egazette.gov.in/WriteReadData/2000/E_25_2013_192.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030230-2.pdf,AMENDMENT_81_09062000.zip,OK
82,"The Constitution (Eighty-second Amendment) Act, 2000",2000-09-08,Amended Article 335 to permit relaxation of qualifying marks and other criteria in reservation in promotion for SCs and STs candidates.,AMENDMENT_82_BILL.pdf,AMENDMENT_82_ACT.pdf,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LIV_1999.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030218-1.pdf,AMENDMENT_82_08092000.zip,OK
83,"The Constitution (Eighty-third Amendment) Act, 2000",2000-09-08,Amended Article 243M to exempt Arunachal Pradesh from reservation for Scheduled Castes in Panchayati Raj institutions.,AMENDMENT_83_BILL.pdf,AMENDMENT_83_ACT.pdf,https://egazette.gov.in/WriteReadData/1999/E_32_2013_174.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030286.pdf,AMENDMENT_83_08092000.zip,OK
84,"The Constitution (Eighty-fourth Amendment) Act, 2002",2002-02-21,"Amended Articles 55, 81, 82, 170, 330 and 332 to extend the usage of 1971 census population figures for statewise distribution of parliamentary seats.",MISSING,AMENDMENT_84_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030231-1.pdf,AMENDMENT_84_21022002.zip,MISSING_BILL
85,"The Constitution (Eighty-fifth Amendment) Act, 2001",2002-01-04,Amended Article 16 (technical) to protect consequential seniority in case of promotions of SCs and STs employees.,AMENDMENT_85_BILL.pdf,AMENDMENT_85_ACT.pdf,https://egazette.gov.in/WriteReadData/2001/E-2503-2001-0043-113490.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030246-1.pdf,AMENDMENT_85_04012002.zip,OK
86,"The Constitution (Eighty-sixth Amendment) Act, 2002",2002-12-12,Amended Articles 45 and 51A and inserted Article 21A - provides the Right to Education for children until the age of fourteen.,AMENDMENT_86_BILL.pdf,AMENDMENT_86_ACT.pdf,https://egazette.gov.in/WriteReadData/2001/E-2503-2001-0043-113490.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030232-1.pdf,AMENDMENT_86_12122002.zip,OK
87,"The Constitution (Eighty-seventh Amendment) Act, 2003",2003-06-22,"Amended Articles 81, 82, 170 and 330 to extend the usage of 2001 census population figures for statewise distribution of parliamentary seats.",AMENDMENT_87_BILL.pdf,AMENDMENT_87_ACT.pdf,https://egazette.gov.in/WriteReadData/2003/E_18_2011_142.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030226-1.pdf,AMENDMENT_87_22062003.zip,OK
88,"The Constitution (Eighty-eighth Amendment) Act, 2003",2004-01-15,Amended Article 270 and the Seventh Schedule and inserted Article 268A - to extend statutory cover for the levy and utilisation of service tax.,AMENDMENT_88_BILL.pdf,AMENDMENT_88_ACT.pdf,https://egazette.gov.in/WriteReadData/2003/E_4_2011_152.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030270.pdf,AMENDMENT_88_11022003_but_enforced_15012004.zip,OK
89,"The Constitution (Eighty-ninth Amendment) Act, 2003",2003-09-28,Amended Article 338 and inserted Article 338A - the National Commission for Scheduled Castes and Scheduled Tribes was bifurcated into the National Commission for Scheduled Castes and the National Commission for Scheduled Tribes.,MISSING,AMENDMENT_89_ACT.pdf,MISSING,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030230-1.pdf,AMENDMENT_89_28092003.zip,MISSING_BILL
90,"The Constitution (Ninetieth Amendment) Act, 2003",2003-09-28,Amended Article 332 - reservation in the Assam Assembly relating to the Bodoland Territorial Area.,AMENDMENT_90_BILL.pdf,AMENDMENT_90_ACT.pdf,https://egazette.gov.in/WriteReadData/2003/E_27_2011_129.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030261.pdf,AMENDMENT_90_28092003.zip,OK
91,"The Constitution (Ninety-first Amendment) Act, 2003",2004-01-01,Amended Articles 75 and 164 and the Tenth Schedule and inserted Article 361B - restrict the size of the Council of Ministers to 15% of legislative members and strengthen the Anti-Defection law.,AMENDMENT_91_BILL.pdf,AMENDMENT_91_ACT.pdf,https://egazette.gov.in/WriteReadData/2003/E_20_2011_140.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/202310191547304399.pdf,AMENDMENT_91_01012004.zip,OK
92,"The Constitution (Ninety-second Amendment) Act, 2003",2004-01-07,"Amended the Eighth Schedule to include Bodo, Dogri, Santali and Maithili as official languages.",AMENDMENT_92_BILL.pdf,AMENDMENT_92_ACT.pdf,https://egazette.gov.in/WriteReadData/2003/E_39_2011_107.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/202310191652938261.pdf,AMENDMENT_92_07012004.zip,OK
93,"The Constitution (Ninety-third Amendment) Act, 2005",2006-01-20,Amended Article 15 - to enable provision of reservation (27%) for Other Backward Classes (OBCs) in government as well as private educational institutions.,AMENDMENT_93_BILL.pdf,AMENDMENT_93_ACT.pdf,https://egazette.gov.in/WriteReadData/2005/E_72_2012_040.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/20231019528206433.pdf,AMENDMENT_93_20012006.zip,OK
94,"The Constitution (Ninety-fourth Amendment) Act, 2006",2006-06-12,"Amended Article 164 to provide for a Minister of Tribal Welfare in the newly created States of Jharkhand and Chhattisgarh, including Madhya Pradesh and Odisha.",AMENDMENT_94_BILL.pdf,AMENDMENT_94_ACT.pdf,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/15_2006.pdf?source=legislation,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030212.pdf,AMENDMENT_94_12062006.zip,OK
95,"The Constitution (Ninety-fifth Amendment) Act, 2009",2010-01-18,"Amended Article 334 to extend reservation for SCs and STs and nomination of Anglo-Indian members in Parliament and State Assemblies for another ten years, up to 2020.",AMENDMENT_95_BILL.pdf,AMENDMENT_95_ACT.pdf,https://web.archive.org/web/20240505134801id_/https://prsindia.org/files/bills_acts/bills_parliament/2009/109th__Amendment.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030236.pdf,AMENDMENT_95_25012010.zip,OK
96,"The Constitution (Ninety-sixth Amendment) Act, 2011",2011-09-23,Amended the Eighth Schedule to substitute 'Odia' in the place of 'Oriya'.,AMENDMENT_96_BILL.pdf,AMENDMENT_96_ACT.pdf,https://web.archive.org/web/20221207163740id_/https://prsindia.org/files/bills_acts/bills_parliament/2010/The_Constitution_One_Hundred_and_Thirteenth_Amendment_Bill_2010.pdf,https://cdnbbsr.s3waas.gov.in/s380537a945c7aaa788ccfcdf1b99b5d8f/uploads/2023/03/2023030222.pdf,AMENDMENT_96_23092011.zip,OK
097,"The Constitution (Ninety-seventh Amendment) Act, 2011",2012-01-12,"Added the words ""or co-operative societies"" after ""or unions"" in Art 19(1)(c); inserted Art 43B (DPSP on promotion of co-operative societies) and Part IXB 'The Co-operative Societies' (Arts 243ZH-243ZT).",AMENDMENT_097_BILL.pdf,AMENDMENT_097_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2009/The_Constitution_111th_Amendment_Bill,_2009.pdf",https://web.archive.org/web/20120522144037/http://indiacode.nic.in/coiweb/amend/amend97.pdf,AMENDMENT_97_12012012.zip,OK
098,"The Constitution (Ninety-eighth Amendment) Act, 2012",2013-01-01,"Inserted Art 371J - special provisions for the Hyderabad-Karnataka region: separate development board, equitable allocation of funds, reservation in education and employment for local residents.",AMENDMENT_098_BILL.pdf,AMENDMENT_098_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2012/Constitution_(118th_Amendment)_Bill,_2012.pdf",https://web.archive.org/web/20131228174848/http://indiacode.nic.in/coiweb/amend/amend98.pdf,AMENDMENT_98_01012013.zip,OK
099,"The Constitution (Ninety-ninth Amendment) Act, 2014",2014-12-31,"Inserted Arts 124A, 124B, 124C - National Judicial Appointments Commission (NJAC); amended Arts 127, 128, 217, 222, 224A, 231. Notified 13 Apr 2015; struck down by Supreme Court 16 Oct 2015 (collegium system restored).",AMENDMENT_099_BILL.pdf,AMENDMENT_099_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2014/121st_(A)_Bill,_2014_1.pdf",https://www.legislative.gov.in/static/uploads/2025/07/09c2097e2e34183043e9e3f6afc3753d.pdf,AMENDMENT_99_31122014.zip,OK
100,"The Constitution (One Hundredth Amendment) Act, 2015",2015-05-28,Gave effect to the India-Bangladesh Land Boundary Agreement: amended First Schedule for exchange of enclave territories and conferred citizenship rights on enclave residents.,AMENDMENT_100_BILL.pdf,AMENDMENT_100_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2013/Constitution_(119th)_Bill,_2013_0.pdf",https://egazette.gov.in/WriteReadData/2015/164169.pdf,AMENDMENT_100_28052015.zip,OK
101,"The Constitution (One Hundred and First Amendment) Act, 2016",2016-09-08,"Introduced Goods and Services Tax (GST): inserted Arts 246A, 269A, 279A (GST Council); deleted Art 268A; amended Arts 248, 249, 250, 268, 269, 270, 271, 286, 366, 368 and Sixth and Seventh Schedules. GST regime effective 1 July 2017.",AMENDMENT_101_BILL.pdf,AMENDMENT_101_ACT.pdf,https://prsindia.org/files/bills_acts/bills_parliament/2014/Constitution_(122nd)_(A)_bill.pdf,https://egazette.gov.in/WriteReadData/2016/171639.pdf,AMENDMENT_101_08092016.zip,OK
102,"The Constitution (One Hundred and Second Amendment) Act, 2018",2018-08-11,Constitutional status to the National Commission for Backward Classes: inserted Art 338B (NCBC) and Art 342A (President to specify SEBCs); amended Art 338; inserted Art 366(26C).,AMENDMENT_102_BILL.pdf,AMENDMENT_102_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2017/Constitution%20(123rd%20Amendment)%20Bill,%202017_0.pdf",https://www.legislative.gov.in/static/uploads/2025/07/8c366f8ebe268d1bee2992bfb4ae9db1.pdf,AMENDMENT_102_11082018.zip,OK
103,"The Constitution (One Hundred and Third Amendment) Act, 2019",2019-01-12,"Inserted clause (6) in Arts 15 and 16 - up to 10% reservation for Economically Weaker Sections (EWS) in admission to educational institutions and public employment, in addition to existing reservations.",AMENDMENT_103_BILL.pdf,AMENDMENT_103_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2019/Constitution%20(124th%20Amendment)%20Bill,%202019_0.pdf",https://www.legislative.gov.in/static/uploads/2025/07/1e84d2ca7394641dfb2653b0a5ef0e86.pdf,AMENDMENT_103_12012019.zip,OK
104,"The Constitution (One Hundred and Fourth Amendment) Act, 2019",2020-01-21,"Amended Art 334: extended SC/ST reservation of seats in Lok Sabha and State Assemblies by 10 years (to 25 Jan 2030); Anglo-Indian nominated seats in Lok Sabha and State Assemblies (Arts 331, 333) ceased. In force 25 Jan 2020.",AMENDMENT_104_BILL.pdf,AMENDMENT_104_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2019/The%20Constitution%20(One%20Hundred%20and%20Twenty-Sixth%20Amendment)%20Bill,%202019.pdf",https://egazette.gov.in/WriteReadData/2020/215637.pdf,AMENDMENT_104_21012020.zip,OK
105,"The Constitution (One Hundred and Fifth Amendment) Act, 2021",2021-08-19,"Restored States' power to identify OBCs/SEBCs: substituted Art 342A (Explanation and clause (3) - States/UTs may by law prepare and maintain their own SEBC lists, which may differ from the Central List); inserted proviso to Art 338B(9); substituted Art 366(26C).",AMENDMENT_105_BILL.pdf,AMENDMENT_105_ACT.pdf,"https://prsindia.org/files/bills_acts/bills_parliament/2021/Constitution%20(One%20Hundred%20and%20Twenty-seventh%20Amendment)%20Bill,%202021.pdf",https://www.legislative.gov.in/static/uploads/2025/07/f98100221cb33fa76e84162532b48d56.pdf,AMENDMENT_105_19082021.zip,OK
106,"The Constitution (One Hundred and Sixth Amendment) Act, 2023",2023-09-28,"Women's reservation (Nari Shakti Vandan Adhiniyam): inserted Arts 330A (Lok Sabha), 332A (State Assemblies) and 334A (15-year reservation from commencement of delimitation, with rotation); amended Art 239AA (Delhi Assembly). Brought into force on 16-04-2026 by notification S.O. 1922(E) under s.1(2); the reserved seats take effect after delimitation following the next census.",AMENDMENT_106_BILL.pdf,AMENDMENT_106_ACT.pdf,https://prsindia.org/files/bills_acts/bills_parliament/2023/Constitution_(128th_Amendment)_Bill_2023.pdf,https://www.legislative.gov.in/static/uploads/2025/07/677f65dda7c606ba1d13b8430af70555.pdf,AMENDMENT_106_28092023.zip,OK
